component_id,model,category,brand,date,price,event_label,data_source
acer fa100 | 2.0TB | SSD,acer fa100,Storage,acer,2023-01-01,109.22,"post_crypto_deflation,nand_oversupply",synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2023-07-01,62.64,"ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2023-08-01,62.24,"ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2023-09-01,69.93,ai_demand_wave,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2023-10-01,71.12,"ai_demand_wave,ram_shortage",synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2023-11-01,61.23,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2023-12-01,70.87,"ai_demand_wave,ram_shortage",synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-01-01,69.55,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-02-01,67.51,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-03-01,72.03,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-04-01,65.7,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-05-01,63.81,ai_investment_surge,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-06-01,68.92,ai_investment_surge,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-07-01,62.26,ai_investment_surge,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-08-01,60.82,new_cpu_gen_releases,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-09-01,69.6,new_cpu_gen_releases,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-10-01,68.16,new_cpu_gen_releases,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-11-01,65.42,"new_cpu_gen_releases,black_friday_2024",synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2024-12-01,67.65,new_cpu_gen_releases,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2025-01-01,64.95,rtx5000_launch_pressure,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2025-02-01,64.11,rtx5000_launch_pressure,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2025-03-01,66.46,rtx5000_launch_pressure,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2025-04-01,63.04,rtx5000_launch_pressure,synthetic
crucial bx500 | 1.0TB | SSD,crucial bx500,Storage,crucial,2025-05-01,67.12,rtx5000_launch_pressure,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-01-01,115.12,"post_crypto_deflation,nand_oversupply",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-02-01,115.31,"post_crypto_deflation,nand_oversupply",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-03-01,114.65,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-04-01,114.02,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-05-01,113.99,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-06-01,108.6,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-07-01,109.28,"ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-08-01,108.99,"ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-09-01,107.63,ai_demand_wave,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-10-01,122.95,"ai_demand_wave,ram_shortage",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-11-01,112.71,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2023-12-01,123.81,"ai_demand_wave,ram_shortage",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-01-01,114.29,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-02-01,116.08,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-03-01,111.88,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-04-01,118.69,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-05-01,108.24,ai_investment_surge,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-06-01,108.77,ai_investment_surge,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-07-01,113.64,ai_investment_surge,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-08-01,107.92,new_cpu_gen_releases,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-09-01,108.25,new_cpu_gen_releases,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-10-01,117.09,new_cpu_gen_releases,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-11-01,110.78,"new_cpu_gen_releases,black_friday_2024",synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2024-12-01,117.38,new_cpu_gen_releases,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2025-01-01,117.35,rtx5000_launch_pressure,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2025-02-01,109.68,rtx5000_launch_pressure,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2025-03-01,109.23,rtx5000_launch_pressure,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2025-04-01,105.65,rtx5000_launch_pressure,synthetic
crucial bx500 | 2.0TB | SSD,crucial bx500,Storage,crucial,2025-05-01,108.62,rtx5000_launch_pressure,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-01-01,26.63,"post_crypto_deflation,nand_oversupply",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-02-01,26.03,"post_crypto_deflation,nand_oversupply",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-03-01,26.94,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-04-01,27.09,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-05-01,26.1,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-06-01,27.06,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-07-01,24.12,"ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-08-01,22.83,"ai_demand_wave,nand_oversupply",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-09-01,27.92,ai_demand_wave,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-10-01,26.38,"ai_demand_wave,ram_shortage",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-11-01,25.11,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2023-12-01,25.43,"ai_demand_wave,ram_shortage",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-01-01,26.19,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-02-01,24.85,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-03-01,25.78,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-04-01,25.38,"ram_shortage,ai_investment_surge",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-05-01,25.68,ai_investment_surge,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-06-01,26.38,ai_investment_surge,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-07-01,25.36,ai_investment_surge,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-08-01,22.91,new_cpu_gen_releases,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-09-01,25.41,new_cpu_gen_releases,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-10-01,24.98,new_cpu_gen_releases,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-11-01,23.33,"new_cpu_gen_releases,black_friday_2024",synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2024-12-01,24.94,new_cpu_gen_releases,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2025-01-01,24.96,rtx5000_launch_pressure,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2025-02-01,23.41,rtx5000_launch_pressure,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2025-03-01,23.71,rtx5000_launch_pressure,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2025-04-01,24.56,rtx5000_launch_pressure,synthetic
crucial bx500 | 240GB | SSD,crucial bx500,Storage,crucial,2025-05-01,22.6,rtx5000_launch_pressure,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-01-01,26.4,"post_crypto_deflation,nand_oversupply",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-02-01,26.75,"post_crypto_deflation,nand_oversupply",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-03-01,26.45,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-04-01,25.36,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-05-01,26.68,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-06-01,28.14,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-07-01,26.11,"ai_demand_wave,nand_oversupply",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-08-01,26.15,"ai_demand_wave,nand_oversupply",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-09-01,24.08,ai_demand_wave,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-10-01,29.96,"ai_demand_wave,ram_shortage",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-11-01,27.85,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2023-12-01,28.82,"ai_demand_wave,ram_shortage",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-01-01,29.87,"ram_shortage,ai_investment_surge",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-02-01,29.06,"ram_shortage,ai_investment_surge",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-03-01,27.44,"ram_shortage,ai_investment_surge",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-04-01,28.53,"ram_shortage,ai_investment_surge",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-05-01,26.29,ai_investment_surge,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-06-01,24.42,ai_investment_surge,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-07-01,23.38,ai_investment_surge,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-08-01,22.73,new_cpu_gen_releases,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-09-01,23.98,new_cpu_gen_releases,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-10-01,22.1,new_cpu_gen_releases,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-11-01,22.4,"new_cpu_gen_releases,black_friday_2024",synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2024-12-01,22.71,new_cpu_gen_releases,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2025-01-01,23.38,rtx5000_launch_pressure,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2025-02-01,22.02,rtx5000_launch_pressure,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2025-03-01,21.84,rtx5000_launch_pressure,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2025-04-01,23.28,rtx5000_launch_pressure,synthetic
crucial classic 8 gb | DDR5 | 5600MHz | 1x8GB,crucial classic 8 gb,RAM,crucial,2025-05-01,20.54,rtx5000_launch_pressure,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-01-01,22.87,"post_crypto_deflation,nand_oversupply",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-02-01,24.2,"post_crypto_deflation,nand_oversupply",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-03-01,24.87,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-04-01,23.31,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-05-01,23.99,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-06-01,24.91,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-07-01,26.23,"ai_demand_wave,nand_oversupply",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-08-01,26.96,"ai_demand_wave,nand_oversupply",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-09-01,26.51,ai_demand_wave,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-10-01,31.09,"ai_demand_wave,ram_shortage",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-11-01,30.26,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2023-12-01,34.13,"ai_demand_wave,ram_shortage",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-01-01,38.25,"ram_shortage,ai_investment_surge",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-02-01,34.17,"ram_shortage,ai_investment_surge",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-03-01,34.83,"ram_shortage,ai_investment_surge",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-04-01,34.97,"ram_shortage,ai_investment_surge",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-05-01,34.39,ai_investment_surge,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-06-01,33.8,ai_investment_surge,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-07-01,32.94,ai_investment_surge,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-08-01,32.68,new_cpu_gen_releases,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-09-01,33.39,new_cpu_gen_releases,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-10-01,35.89,new_cpu_gen_releases,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-11-01,37.97,"new_cpu_gen_releases,black_friday_2024",synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2024-12-01,38.32,new_cpu_gen_releases,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2025-01-01,38.01,rtx5000_launch_pressure,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2025-02-01,37.03,rtx5000_launch_pressure,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2025-03-01,36.61,rtx5000_launch_pressure,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2025-04-01,40.08,rtx5000_launch_pressure,synthetic
crucial ct102472ba186d 8 gb | DDR3 | 1866MHz | 1x8GB,crucial ct102472ba186d 8 gb,RAM,crucial,2025-05-01,40.65,rtx5000_launch_pressure,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-01-01,19.52,"post_crypto_deflation,nand_oversupply",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-02-01,20.43,"post_crypto_deflation,nand_oversupply",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-03-01,20.26,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-04-01,20.64,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-05-01,20.24,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-06-01,19.64,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-07-01,18.82,"ai_demand_wave,nand_oversupply",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-08-01,19.43,"ai_demand_wave,nand_oversupply",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-09-01,20.6,ai_demand_wave,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-10-01,21.98,"ai_demand_wave,ram_shortage",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-11-01,21.65,"ai_demand_wave,ram_shortage,black_friday_2023",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2023-12-01,21.85,"ai_demand_wave,ram_shortage",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-01-01,23.73,"ram_shortage,ai_investment_surge",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-02-01,22.83,"ram_shortage,ai_investment_surge",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-03-01,21.44,"ram_shortage,ai_investment_surge",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-04-01,22.08,"ram_shortage,ai_investment_surge",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-05-01,20.72,ai_investment_surge,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-06-01,18.76,ai_investment_surge,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-07-01,18.7,ai_investment_surge,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-08-01,18.53,new_cpu_gen_releases,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-09-01,20.57,new_cpu_gen_releases,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-10-01,18.61,new_cpu_gen_releases,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-11-01,18.5,"new_cpu_gen_releases,black_friday_2024",synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2024-12-01,19.67,new_cpu_gen_releases,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2025-01-01,18.99,rtx5000_launch_pressure,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2025-02-01,19.18,rtx5000_launch_pressure,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2025-03-01,18.69,rtx5000_launch_pressure,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2025-04-01,18.56,rtx5000_launch_pressure,synthetic
crucial ct12864aa667 1 gb | DDR2 | 667MHz | 1x1GB,crucial ct12864aa667 1 gb,RAM,crucial,2025-05-01,17.56,rtx5000_launch_pressure,synthetic
crucial ct16g4dfd824a 16 gb | DDR4 | 2400MHz | 1x16GB,crucial ct16g4dfd824a 16 gb,RAM,crucial,2023-01-01,35.65,"post_crypto_deflation,nand_oversupply",synthetic
crucial ct16g4dfd824a 16 gb | DDR4 | 2400MHz | 1x16GB,crucial ct16g4dfd824a 16 gb,RAM,crucial,2023-02-01,36.25,"post_crypto_deflation,nand_oversupply",synthetic
crucial ct16g4dfd824a 16 gb | DDR4 | 2400MHz | 1x16GB,crucial ct16g4dfd824a 16 gb,RAM,crucial,2023-03-01,36.47,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct16g4dfd824a 16 gb | DDR4 | 2400MHz | 1x16GB,crucial ct16g4dfd824a 16 gb,RAM,crucial,2023-04-01,37.6,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct16g4dfd824a 16 gb | DDR4 | 2400MHz | 1x16GB,crucial ct16g4dfd824a 16 gb,RAM,crucial,2023-05-01,36.86,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct16g4dfd824a 16 gb | DDR4 | 2400MHz | 1x16GB,crucial ct16g4dfd824a 16 gb,RAM,crucial,2023-06-01,35.58,"post_crypto_deflation,ai_demand_wave,nand_oversupply",synthetic
crucial ct16g4dfd824a 16 gb | DDR4 | 2400MHz | 1x16GB,crucial ct16g4dfd824a 16 gb,RAM,crucial,2023-07-01,34.41,"ai_demand_wave,nand_oversupply",synthetic
